benchmark,benchmark_label,prior_tag,budget_fraction,method_key,method_label,family,parameter,n_runs,n_eligible,mean_regret,p90_regret,regret_mc_se,regret_ci95_low,regret_ci95_high,coverage,mean_selected_n,paired_n,paired_mean_delta,paired_mc_se,paired_ci95_low,paired_ci95_high
piqa,PIQA,dataset,0.05,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,100,100,0.007010000000000006,0.029000000000000026,0.0011217441638221575,0.004949250000000005,0.009390250000000008,1.0,958.16,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.05,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,100,100,0.007010000000000006,0.029000000000000026,0.0011217441638221575,0.004949250000000005,0.009390250000000008,1.0,958.16,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.05,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,100,100,0.006680000000000006,0.029000000000000026,0.0010851687743244232,0.004789750000000004,0.009030500000000007,1.0,966.08,100,-0.00033000000000000027,0.00033605295592984953,-0.0009900000000000009,0.0
piqa,PIQA,dataset,0.05,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,100,100,0.007010000000000006,0.029000000000000026,0.0011217441638221575,0.004949250000000005,0.009390250000000008,1.0,958.16,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.05,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,100,100,0.007020000000000006,0.029000000000000026,0.001128871945913385,0.004949250000000005,0.009430000000000008,1.0,965.12,100,1.000000000000001e-05,1.0137192050201222e-05,0.0,3.0000000000000028e-05
piqa,PIQA,dataset,0.05,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,100,100,0.006690000000000006,0.029000000000000026,0.0010927383527210481,0.004789750000000004,0.009051000000000007,1.0,974.48,100,-0.0003200000000000003,0.0003368653876393204,-0.0009900000000000009,3.0000000000000028e-05
piqa,PIQA,dataset,0.05,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,100,100,0.006690000000000006,0.029000000000000026,0.0010927383527210481,0.004789750000000004,0.009051000000000007,1.0,974.48,100,-0.0003200000000000003,0.0003368653876393204,-0.0009900000000000009,3.0000000000000028e-05
piqa,PIQA,dataset,0.05,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,100,100,0.006690000000000006,0.029000000000000026,0.0010927383527210481,0.004789750000000004,0.009051000000000007,1.0,974.48,100,-0.0003200000000000003,0.0003368653876393204,-0.0009900000000000009,3.0000000000000028e-05
piqa,PIQA,dataset,0.05,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.006700000000000006,0.029000000000000026,0.001093184337426949,0.004799750000000004,0.009060750000000006,1.0,978.88,100,-0.00031000000000000027,0.0003373211868280486,-0.0009900000000000009,5.000000000000004e-05
piqa,PIQA,dataset,0.05,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,100,100,0.006700000000000006,0.029000000000000026,0.001093184337426949,0.004799750000000004,0.009060750000000006,1.0,978.88,100,-0.00031000000000000027,0.0003373211868280486,-0.0009900000000000009,5.000000000000004e-05
piqa,PIQA,dataset,0.05,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,100,100,0.006960000000000006,0.029000000000000026,0.0011002466479323118,0.005019750000000004,0.009331000000000008,1.0,982.48,100,-5.000000000000004e-05,0.00044390680412756807,-0.0009800000000000008,0.0008000000000000007
piqa,PIQA,dataset,0.05,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,100,100,0.006890000000000006,0.029000000000000026,0.0011063673407113003,0.004899750000000004,0.009260000000000008,1.0,986.4,100,-0.00012000000000000011,0.0004475850354557939,-0.0010702500000000009,0.0007500000000000007
piqa,PIQA,dataset,0.05,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,100,100,0.006890000000000006,0.029000000000000026,0.0011063673407113003,0.004899750000000004,0.009260000000000008,1.0,986.4,100,-0.00012000000000000011,0.0004475850354557939,-0.0010702500000000009,0.0007500000000000007
piqa,PIQA,dataset,0.05,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,100,100,0.006890000000000006,0.029000000000000026,0.0011063673407113003,0.004899750000000004,0.009260000000000008,1.0,986.4,100,-0.00012000000000000011,0.0004475850354557939,-0.0010702500000000009,0.0007500000000000007
piqa,PIQA,dataset,0.05,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,100,100,0.008770000000000007,0.030000000000000027,0.0013189639327350307,0.006320000000000005,0.01151050000000001,1.0,1000.0,100,0.0017600000000000016,0.000834054363804772,0.00019000000000000017,0.003460000000000003
piqa,PIQA,default,0.1,posterior_mean,Current posterior mean,baseline,,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,empirical_mean,Observed sample mean,baseline,,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,1000.0,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,1000.0,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,1000.0,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.1,posterior_mean,Current posterior mean,baseline,,100,100,0.0008500000000000007,0.0,0.0004724570478488626,0.0,0.0019100000000000018,1.0,986.04,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.1,empirical_mean,Observed sample mean,baseline,,100,100,0.001150000000000001,0.0,0.0005221218934996618,0.0002200000000000002,0.002300000000000002,1.0,967.24,100,0.00030000000000000024,0.0003017783626772806,0.0,0.0009000000000000008
piqa,PIQA,dataset,0.1,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,100,100,0.0008500000000000007,0.0,0.0004724570478488626,0.0,0.0019100000000000018,1.0,986.04,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.1,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,100,100,0.0008500000000000007,0.0,0.0004724570478488626,0.0,0.0019100000000000018,1.0,986.04,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.1,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,100,100,0.0008500000000000007,0.0,0.0004724570478488626,0.0,0.0019100000000000018,1.0,986.04,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.1,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,100,100,0.0008500000000000007,0.0,0.0004724570478488626,0.0,0.0019100000000000018,1.0,986.04,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.1,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,100,100,0.0008500000000000007,0.0,0.0004724570478488626,0.0,0.0019100000000000018,1.0,986.04,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.1,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,100,100,0.0008500000000000007,0.0,0.0004724570478488626,0.0,0.0019100000000000018,1.0,990.56,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.1,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,997.56,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
piqa,PIQA,dataset,0.1,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,997.56,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
piqa,PIQA,dataset,0.1,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,997.56,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
piqa,PIQA,dataset,0.1,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,997.56,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
piqa,PIQA,dataset,0.1,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
piqa,PIQA,dataset,0.1,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
piqa,PIQA,dataset,0.1,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
piqa,PIQA,dataset,0.1,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
piqa,PIQA,dataset,0.1,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
piqa,PIQA,dataset,0.1,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
mmlu_computer_security,Computer Security,default,0.01,posterior_mean,Current posterior mean,baseline,,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,empirical_mean,Observed sample mean,baseline,,20,20,0.040499999999999925,0.05999999999999994,0.0026931287924443392,0.03549999999999992,0.04599999999999993,1.0,19.4,20,-0.0050000000000000044,0.003890466775559426,-0.013500000000000012,0.00151249999999999
mmlu_computer_security,Computer Security,default,0.01,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20,16,0.041249999999999926,0.05999999999999994,0.0028053919386296163,0.0361527777777777,0.047058823529411695,0.8,31.25,16,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,default,0.01,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,default,0.01,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,20,0.04649999999999994,0.06099999999999996,0.0040562557810080195,0.038499999999999944,0.05449999999999995,1.0,30.4,20,0.0010000000000000065,0.001275408038890167,-0.0009999999999999898,0.0040000000000000036
mmlu_computer_security,Computer Security,default,0.01,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,20,0.04699999999999993,0.06099999999999996,0.003911384240480179,0.039499999999999924,0.05501249999999993,1.0,30.2,20,0.0015000000000000013,0.001113732193751892,0.0,0.0040000000000000036
mmlu_computer_security,Computer Security,default,0.01,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,20,20,0.04699999999999993,0.06099999999999996,0.003911384240480179,0.039499999999999924,0.05501249999999993,1.0,30.2,20,0.0015000000000000013,0.001113732193751892,0.0,0.0040000000000000036
mmlu_computer_security,Computer Security,default,0.01,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,20,20,0.04649999999999994,0.06099999999999996,0.0040562557810080195,0.038499999999999944,0.05449999999999995,1.0,30.4,20,0.0010000000000000065,0.001275408038890167,-0.0009999999999999898,0.0040000000000000036
mmlu_computer_security,Computer Security,dataset,0.01,posterior_mean,Current posterior mean,baseline,,20,20,0.04699999999999995,0.08099999999999997,0.005469765473430677,0.03648749999999994,0.057999999999999954,1.0,37.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.01,empirical_mean,Observed sample mean,baseline,,20,20,0.04549999999999994,0.07199999999999998,0.004597627342138246,0.036999999999999936,0.05499999999999994,1.0,20.2,20,-0.0015000000000000124,0.005781482901863895,-0.012512500000000015,0.009999999999999992
mmlu_computer_security,Computer Security,dataset,0.01,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20,20,0.04699999999999995,0.08099999999999997,0.005469765473430677,0.03648749999999994,0.057999999999999954,1.0,37.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.01,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.01,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.01,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,dataset,0.01,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,dataset,0.01,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,default,0.02,posterior_mean,Current posterior mean,baseline,,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,empirical_mean,Observed sample mean,baseline,,20,20,0.05349999999999992,0.07100000000000009,0.01051802370089422,0.037487499999999924,0.07649999999999994,1.0,29.2,20,0.013500000000000002,0.009580377204336861,0.0,0.035
mmlu_computer_security,Computer Security,default,0.02,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,default,0.02,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
mmlu_computer_security,Computer Security,default,0.02,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,20,0.04099999999999994,0.05999999999999994,0.003076078877607213,0.034999999999999934,0.04749999999999993,1.0,32.4,20,0.0010000000000000065,0.001275408038890167,-0.0009999999999999898,0.0040000000000000036
mmlu_computer_security,Computer Security,default,0.02,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
